anno,settimana,incidenza,numero_casi,numero_assistiti
2018,43,0.0,0.0,0.0
2018,44,0.0,0.0,0.0
2018,45,0.0,0.0,0.0
2018,46,0.0,0.0,0.0
2018,47,0.69,6.0,8722.0
2018,48,5.24,27.0,5148.0
2018,49,2.45,7.0,2861.0
2018,50,10.16,35.0,3446.0
2018,51,1.31,6.0,4578.0
2018,52,1.7,7.0,4114.0
2019,01,0.0,0.0,0.0
2019,02,10.85,19.0,1751.0
2019,03,5.74,16.0,2787.0
2019,04,27.57,100.0,3627.0
2019,05,35.0,86.0,2457.0
2019,06,13.81,36.0,2606.0
2019,07,12.22,40.0,3274.0
2019,08,8.37,6.0,717.0
2019,09,5.9,14.0,2374.0
2019,10,8.25,27.0,3274.0
2019,11,12.99,21.0,1617.0
2019,12,15.56,64.0,4114.0
2019,13,3.42,10.0,2921.0
2019,14,4.33,7.0,1617.0
