anno,settimana,incidenza,numero_casi,numero_assistiti,target
2019,44,0.0,0.0,7865.0,ILI
2019,45,0.0,0.0,14914.0,ILI
2019,46,0.3,2.0,6687.0,ILI
2019,47,1.22,9.0,7404.0,ILI
2019,48,1.08,16.0,14770.0,ILI
2019,49,1.33,25.0,18785.0,ILI
2019,50,2.16,26.0,12058.0,ILI
2019,51,2.93,27.0,9208.0,ILI
2019,52,4.53,51.0,11266.0,ILI
2020,1,4.68,35.0,7486.0,ILI
2020,2,5.57,65.0,11662.0,ILI
2020,3,7.72,67.0,8680.0,ILI
2020,4,10.84,235.0,21679.0,ILI
2020,5,19.26,216.0,11214.0,ILI
2020,6,18.61,202.0,10857.0,ILI
2020,7,14.79,177.0,11965.0,ILI
2020,8,7.51,73.0,9718.0,ILI
2020,9,6.59,92.0,13957.0,ILI
2020,10,5.11,59.0,11547.0,ILI
