anno,settimana,incidenza,numero_casi,numero_assistiti,target
2019,44,0.86,72.0,83240.0,ILI
2019,45,1.34,130.0,97005.0,ILI
2019,46,1.38,138.0,100305.0,ILI
2019,47,1.34,129.0,96321.0,ILI
2019,48,1.18,134.0,113945.0,ILI
2019,49,1.74,147.0,84517.0,ILI
2019,50,1.93,185.0,95808.0,ILI
2019,51,2.82,288.0,102189.0,ILI
2019,52,1.78,131.0,73766.0,ILI
2020,1,2.68,219.0,81574.0,ILI
2020,2,4.12,359.0,87154.0,ILI
2020,3,5.3,471.0,88826.0,ILI
2020,4,7.43,896.0,120563.0,ILI
2020,5,11.3,1278.0,113055.0,ILI
2020,6,11.35,1359.0,119774.0,ILI
2020,7,8.86,897.0,101297.0,ILI
