anno,settimana,incidenza,numero_casi,numero_assistiti,target
2019,44,1.49,97.0,65087.0,ILI
2019,45,2.11,127.0,60070.0,ILI
2019,46,2.76,170.0,61626.0,ILI
2019,47,3.1,199.0,64254.0,ILI
2019,48,2.83,177.0,62633.0,ILI
2019,49,2.89,185.0,64064.0,ILI
2019,50,3.91,280.0,71559.0,ILI
2019,51,4.51,300.0,66557.0,ILI
2019,52,3.5,207.0,59163.0,ILI
2020,1,4.35,264.0,60652.0,ILI
2020,2,5.59,357.0,63865.0,ILI
2020,3,7.11,435.0,61149.0,ILI
2020,4,9.15,628.0,68597.0,ILI
2020,5,9.23,657.0,71159.0,ILI
2020,6,8.24,591.0,71699.0,ILI
2020,7,8.8,539.0,61219.0,ILI
2020,8,7.33,486.0,66343.0,ILI
