anno,settimana,incidenza,numero_casi,numero_assistiti,target
2019,44,0.72,3.0,4154.0,ILI
2019,45,0.72,5.0,6963.0,ILI
2019,46,1.29,9.0,6963.0,ILI
2019,47,1.9,17.0,8934.0,ILI
2019,48,1.25,11.0,8810.0,ILI
2019,49,1.7,17.0,9998.0,ILI
2019,50,1.97,15.0,7622.0,ILI
2019,51,3.18,28.0,8810.0,ILI
2019,52,0.35,2.0,5781.0,ILI
2020,1,1.64,7.0,4257.0,ILI
2020,2,3.4,34.0,9998.0,ILI
2020,3,4.9,41.0,8371.0,ILI
2020,4,7.39,73.0,9874.0,ILI
2020,5,11.18,81.0,7244.0,ILI
2020,6,11.44,113.0,9874.0,ILI
2020,7,7.9,77.0,9744.0,ILI
2020,8,7.47,77.0,10313.0,ILI
2020,9,5.83,67.0,11501.0,ILI
2020,10,5.3,30.0,5657.0,ILI
2020,14,2.38,21.0,8810.0,ILI
