anno,settimana,incidenza,numero_casi,numero_assistiti,target
2022,43,4.08,110.0,26989.0,ILI
2022,44,4.93,204.0,41338.0,ILI
2022,45,6.82,301.0,44133.0,ILI
2022,46,10.82,540.0,49885.0,ILI
2022,47,15.58,788.0,50585.0,ILI
2022,48,19.72,1001.0,50768.0,ILI
2022,49,21.22,1126.0,53051.0,ILI
2022,50,21.87,961.0,43935.0,ILI
2022,51,19.81,721.0,36393.0,ILI
2022,52,16.59,764.0,46064.0,ILI
2023,1,11.84,521.0,43991.0,ILI
2023,2,9.92,354.0,35682.0,ILI
2023,3,9.59,450.0,46905.0,ILI
2023,4,8.14,345.0,42400.0,ILI
