anno,settimana,incidenza,numero_casi,numero_assistiti
2022,43,5.07,243.0,47908.0
2022,44,4.02,211.0,52514.0
2022,45,4.75,275.0,57907.0
2022,46,9.66,563.0,58307.0
2022,47,13.2,778.0,58959.0
2022,48,17.33,988.0,57000.0
2022,49,19.51,996.0,51060.0
2022,50,20.95,1123.0,53606.0
2022,51,14.68,742.0,50533.0
2022,52,13.23,657.0,49653.0
2023,01,9.7,473.0,48767.0
2023,02,10.22,494.0,48347.0
2023,03,11.65,541.0,46422.0
2023,04,10.3,559.0,54258.0
2023,05,10.81,528.0,48866.0
2023,06,10.3,548.0,53223.0
2023,07,10.85,543.0,50054.0
2023,08,12.68,576.0,45424.0
2023,09,11.76,606.0,51522.0
2023,10,9.06,451.0,49773.0
2023,11,8.03,388.0,48317.0
2023,12,6.41,340.0,53067.0
2023,13,5.25,310.0,59063.0
