anno,settimana,incidenza,numero_casi,numero_assistiti
2022,43,0.0,0.0,3425.0
2022,44,0.0,0.0,1746.0
2022,45,1.02,12.0,11818.0
2022,46,3.6,35.0,9709.0
2022,47,2.32,36.0,15.52
2022,48,4.26,68.0,15965.0
2022,49,4.96,69.0,13898.0
2022,50,6.39,102.0,15965.0
2022,51,3.2,7.0,2188.0
2022,52,6.43,88.0,13686.0
2023,01,6.51,85.0,13062.0
2023,02,6.14,81.0,13195.0
2023,03,0.0,0.0,0.0
2023,04,5.73,83.0,14496.0
2023,05,3.82,61.0,15965.0
2023,06,0.0,0.0,0.0
2023,07,4.01,64.0,15965.0
2023,08,4.13,66.0,15965.0
2023,09,4.66,71.0,15247.0
2023,10,4.45,71.0,15965.0
2023,11,3.88,62.0,15965.0
2023,12,3.11,44.0,14131.0
2023,13,2.57,41.0,15965.0
2023,14,0.0,0.0,0.0
2023,15,1.32,21.0,15965.0
