anno,settimana,incidenza,numero_casi,numero_assistiti,target
2022,43,2.97,200.0,67444.0,ILI
2022,44,3.01,250.0,83139.0,ILI
2022,45,4.7,324.0,68938.0,ILI
2022,46,5.31,511.0,96251.0,ILI
2022,47,7.68,704.0,91647.0,ILI
2022,48,10.01,847.0,84586.0,ILI
2022,49,11.89,1093.0,91944.0,ILI
2022,50,11.13,1134.0,101872.0,ILI
2022,51,11.85,1052.0,88756.0,ILI
2022,52,13.87,1565.0,112830.0,ILI
2023,1,12.86,1291.0,100368.0,ILI
2023,2,9.32,654.0,70138.0,ILI
2023,3,8.6,775.0,90158.0,ILI
2023,4,9.21,926.0,100573.0,ILI
2023,5,7.32,614.0,83899.0,ILI
2023,6,7.0,583.0,83271.0,ILI
2023,7,6.47,485.0,74908.0,ILI
2023,8,7.87,1035.0,131545.0,ILI
