anno,settimana,incidenza,numero_casi,numero_assistiti,target
2022,43,0.69,3.0,4349.0,ILI
2022,44,0.73,2.0,2729.0,ILI
2022,45,1.06,3.0,2832.0,ILI
2022,46,3.49,19.0,5449.0,ILI
2022,47,6.53,25.0,3829.0,ILI
2022,48,8.26,45.0,5449.0,ILI
2022,49,13.58,74.0,5449.0,ILI
2022,50,14.29,39.0,2729.0,ILI
2022,51,29.55,161.0,5449.0,ILI
2022,52,47.53,182.0,3829.0,ILI
2023,1,38.98,101.0,2591.0,ILI
2023,2,10.35,45.0,4349.0,ILI
2023,3,9.16,25.0,2729.0,ILI
2023,4,4.4,12.0,2729.0,ILI
2023,5,4.03,11.0,2729.0,ILI
2023,6,3.66,10.0,2729.0,ILI
2023,7,2.57,7.0,2729.0,ILI
2023,8,5.13,14.0,2729.0,ILI
2023,9,6.96,19.0,2729.0,ILI
2023,10,5.5,15.0,2729.0,ILI
2023,11,2.99,13.0,4349.0,ILI
2023,12,2.93,8.0,2729.0,ILI
2023,13,4.76,13.0,2729.0,ILI
2023,14,1.47,4.0,2729.0,ILI
2023,15,5.65,7.0,1238.0,ILI
2023,16,0.37,1.0,2729.0,ILI
2023,17,0.7,2.0,2858.0,ILI
