anno,settimana,incidenza,numero_casi,numero_assistiti
2012,01,3.28,267.0,81360.0
2012,02,4.88,425.0,87029.0
2012,03,7.39,660.0,89271.0
2012,04,11.74,1031.0,87789.0
2012,05,13.56,1125.0,82972.0
2012,06,11.07,1002.0,90516.0
2012,07,8.29,733.0,88399.0
2012,08,6.21,532.0,85733.0
2012,09,5.58,410.0,73525.0
2012,10,3.43,274.0,79809.0
2012,11,1.85,143.0,77403.0
2012,12,1.83,140.0,76700.0
2012,13,1.09,83.0,76437.0
2012,14,0.73,42.0,57320.0
2012,15,0.57,37.0,65072.0
2012,16,0.41,30.0,73556.0
2012,17,0.19,13.0,68283.0
