anno,settimana,incidenza,numero_casi,numero_assistiti
2019,44,1.49,97.0,65087.0
2019,45,2.11,127.0,60070.0
2019,46,2.76,170.0,61626.0
2019,47,3.1,199.0,64254.0
2019,48,2.83,177.0,62633.0
2019,49,2.89,185.0,64064.0
2019,50,3.91,280.0,71559.0
2019,51,4.51,300.0,66557.0
2019,52,3.5,207.0,59163.0
2020,01,4.35,264.0,60652.0
2020,02,5.59,357.0,63865.0
2020,03,7.11,435.0,61149.0
2020,04,9.15,628.0,68597.0
2020,05,9.23,657.0,71159.0
2020,06,8.24,591.0,71699.0
2020,07,8.8,539.0,61219.0
2020,08,7.33,486.0,66343.0
2020,09,7.19,491.0,68297.0
2020,10,6.29,368.0,58501.0
2020,14,0.56,25.0,45022.0
