anno,settimana,incidenza,numero_casi,numero_assistiti
2019,44,0.8,1.0,1256.0
2019,45,0.0,0.0,9214.0
2019,46,0.0,0.0,8010.0
2019,47,0.42,3.0,7193.0
2019,48,0.16,1.0,6130.0
2019,49,0.71,6.0,8464.0
2019,50,0.32,2.0,6191.0
2019,51,0.41,2.0,4848.0
2019,52,0.24,2.0,8297.0
2020,01,0.57,2.0,3479.0
2020,02,1.62,26.0,16021.0
2020,03,1.96,10.0,5113.0
2020,04,5.72,37.0,6463.0
2020,05,7.1,30.0,4228.0
2020,06,7.7,47.0,6104.0
2020,07,5.87,85.0,14475.0
2020,08,6.56,43.0,6558.0
2020,09,5.95,60.0,10087.0
2020,10,12.29,30.0,2442.0
