anno,settimana,incidenza,numero_casi,numero_assistiti
2019,44,2.43,30.0,12327.0
2019,45,0.86,12.0,13989.0
2019,46,2.68,41.0,15308.0
2019,47,2.96,41.0,13872.0
2019,48,3.01,37.0,12279.0
2019,49,4.65,70.0,15038.0
2019,50,4.89,72.0,14716.0
2019,51,3.97,56.0,14116.0
2019,52,5.62,55.0,9783.0
2020,01,3.86,40.0,10351.0
2020,02,3.61,60.0,16638.0
2020,03,4.89,71.0,14515.0
2020,04,7.15,79.0,11051.0
2020,05,12.74,155.0,12171.0
2020,06,9.83,175.0,17796.0
2020,07,10.84,163.0,15034.0
2020,08,12.78,165.0,12911.0
