anno,settimana,incidenza,numero_casi,numero_assistiti
2019,44,0.0,0.0,4574.0
2019,45,0.12,1.0,8369.0
2019,46,1.13,6.0,5298.0
2019,47,1.66,11.0,6614.0
2019,48,1.64,9.0,5496.0
2019,49,2.08,22.0,10597.0
2019,50,4.32,28.0,6488.0
2019,51,3.58,34.0,9489.0
2019,52,4.38,42.0,9589.0
2020,01,5.8,71.0,12235.0
2020,02,6.81,83.0,12188.0
2020,03,12.04,98.0,8142.0
2020,04,15.04,170.0,11303.0
2020,05,16.86,166.0,9843.0
2020,06,15.14,155.0,10235.0
2020,07,12.79,155.0,12116.0
2020,08,10.61,144.0,13576.0
2020,09,9.44,115.0,12179.0
