anno,settimana,incidenza,numero_casi,numero_assistiti
2019,44,1.33,80.0,60002.0
2019,45,2.32,158.0,68014.0
2019,46,2.8,217.0,77522.0
2019,47,3.07,188.0,61232.0
2019,48,2.95,235.0,79529.0
2019,49,3.39,247.0,72893.0
2019,50,4.48,321.0,71688.0
2019,51,5.18,322.0,62125.0
2019,52,3.81,242.0,63487.0
2020,01,4.65,283.0,60812.0
2020,02,5.35,361.0,67505.0
2020,03,6.37,536.0,84185.0
2020,04,9.42,730.0,77530.0
2020,05,13.35,1151.0,86232.0
2020,06,12.7,1095.0,86192.0
2020,07,10.42,772.0,74118.0
2020,08,10.44,789.0,75590.0
2020,09,8.97,708.0,78970.0
2020,10,5.56,379.0,68222.0
2020,14,0.75,30.0,39986.0
