anno,settimana,incidenza,numero_casi,numero_assistiti
2021,44,2.36,260.0,110177.0
2021,45,3.19,425.0,133169.0
2021,46,3.71,378.0,101814.0
2021,47,4.14,312.0,75408.0
2021,48,4.72,297.0,62947.0
2021,49,3.81,397.0,104302.0
2021,50,3.68,269.0,73073.0
2021,51,3.26,303.0,93009.0
2021,52,5.72,474.0,82816.0
2022,01,3.94,343.0,87001.0
2022,02,3.18,237.0,74437.0
2022,03,3.31,263.0,79408.0
2022,04,4.21,322.0,76421.0
2022,05,2.89,211.0,73035.0
2022,06,4.12,267.0,64734.0
2022,07,3.48,282.0,80994.0
2022,08,3.06,194.0,63354.0
2022,09,3.89,267.0,68708.0
2022,10,3.96,238.0,60044.0
2022,11,4.33,428.0,98778.0
2022,12,4.68,323.0,69089.0
2022,13,5.85,493.0,84319.0
