anno,settimana,incidenza,numero_casi,numero_assistiti,target
2021,44,5.48,396.0,72328.0,ILI
2021,45,6.29,405.0,64404.0,ILI
2021,46,5.83,375.0,64330.0,ILI
2021,47,6.59,495.0,75136.0,ILI
2021,48,5.96,347.0,58253.0,ILI
2021,49,5.54,353.0,63691.0,ILI
2021,50,6.31,419.0,66405.0,ILI
2021,51,6.86,460.0,67104.0,ILI
2021,52,8.77,463.0,52774.0,ILI
2022,1,9.16,507.0,55322.0,ILI
2022,2,10.88,567.0,52097.0,ILI
2022,3,8.11,477.0,58798.0,ILI
2022,4,9.15,586.0,64068.0,ILI
2022,5,6.5,334.0,51390.0,ILI
2022,6,5.16,300.0,58129.0,ILI
2022,7,4.56,336.0,73734.0,ILI
2022,8,5.14,255.0,49658.0,ILI
2022,9,4.94,303.0,61289.0,ILI
