anno,settimana,incidenza,numero_casi,numero_assistiti,target
2021,44,0.0,0.0,0.0,ILI
2021,45,0.0,0.0,0.0,ILI
2021,46,0.0,0.0,0.0,ILI
2021,47,0.0,0.0,0.0,ILI
2021,48,0.0,0.0,0.0,ILI
2021,49,3.59,49.0,13662.0,ILI
2021,50,2.98,36.0,12096.0,ILI
2021,51,4.19,27.0,6447.0,ILI
2021,52,0.0,0.0,0.0,ILI
2022,1,1.04,11.0,10566.0,ILI
2022,2,1.24,12.0,9677.0,ILI
2022,3,0.67,10.0,14866.0,ILI
2022,4,0.0,0.0,1683.0,ILI
2022,5,0.44,6.0,13587.0,ILI
2022,6,0.44,6.0,13703.0,ILI
2022,7,0.54,8.0,14866.0,ILI
2022,8,2.7,6.0,2226.0,ILI
2022,9,0.9,13.0,14506.0,ILI
2022,10,4.94,11.0,2226.0,ILI
2022,11,1.96,34.0,17305.0,ILI
2022,12,2.75,35.0,12707.0,ILI
