anno,settimana,incidenza,numero_casi,numero_assistiti,target
2021,44,0.0,0.0,0.0,ILI
2021,45,2.26,13.0,5762.0,ILI
2021,46,3.02,27.0,8945.0,ILI
2021,47,2.19,16.0,7321.0,ILI
2021,48,3.45,20.0,5805.0,ILI
2021,49,1.65,7.0,4234.0,ILI
2021,50,1.53,13.0,8501.0,ILI
2021,51,1.74,10.0,5750.0,ILI
2021,52,3.73,16.0,4289.0,ILI
2022,1,1.54,9.0,5838.0,ILI
2022,2,2.8,12.0,4289.0,ILI
2022,3,2.36,10.0,4234.0,ILI
2022,4,1.82,15.0,8232.0,ILI
2022,5,2.13,21.0,9858.0,ILI
2022,6,1.45,21.0,14519.0,ILI
2022,7,1.25,22.0,17568.0,ILI
2022,8,1.49,15.0,10082.0,ILI
2022,9,2.28,42.0,18452.0,ILI
2022,10,2.05,36.0,17554.0,ILI
