anno,settimana,incidenza,numero_casi,numero_assistiti
2021,44,0.0,0.0,0.0
2021,45,0.0,0.0,0.0
2021,46,0.0,0.0,0.0
2021,47,2.85,30.0,10524.0
2021,48,10.11,78.0,7715.0
2021,49,8.79,81.0,9215.0
2021,50,1.89,17.0,8982.0
2021,51,3.01,19.0,6303.0
2021,52,3.89,31.0,7964.0
2022,01,2.7,16.0,5921.0
2022,02,0.58,3.0,5167.0
2022,03,2.84,24.0,8441.0
2022,04,5.2,37.0,7113.0
2022,05,4.25,26.0,6114.0
2022,06,1.62,10.0,6166.0
2022,07,1.28,7.0,5467.0
2022,08,3.79,30.0,7908.0
2022,09,1.53,8.0,5242.0
2022,10,1.41,7.0,4966.0
2022,11,4.87,43.0,8822.0
2022,12,6.29,48.0,7634.0
2022,13,5.71,35.0,6134.0
2022,14,6.81,54.0,7928.0
2022,15,4.89,30.0,6134.0
2022,16,2.03,10.0,4934.0
2022,17,4.88,16.0,3277.0
