anno,settimana,incidenza,numero_casi,numero_assistiti
2021,44,0.89,22.0,24813.0
2021,45,0.98,40.0,40753.0
2021,46,3.06,162.0,52938.0
2021,47,2.38,162.0,67957.0
2021,48,2.21,102.0,46131.0
2021,49,1.93,93.0,48068.0
2021,50,1.54,93.0,60560.0
2021,51,1.7,106.0,62196.0
2021,52,2.19,111.0,50772.0
2022,01,1.28,74.0,57934.0
2022,02,1.72,102.0,59397.0
2022,03,1.47,91.0,62112.0
2022,04,1.16,60.0,51703.0
2022,05,1.34,55.0,41181.0
2022,06,1.19,52.0,43700.0
2022,07,1.1,43.0,39161.0
2022,08,0.53,18.0,33824.0
2022,09,1.08,49.0,45184.0
2022,10,1.48,39.0,26407.0
2022,11,1.43,50.0,35063.0
2022,12,1.91,43.0,22531.0
2022,13,1.66,46.0,27656.0
2022,14,1.8,55.0,30528.0
2022,15,2.1,59.0,28154.0
