anno,settimana,incidenza,numero_casi,numero_assistiti,target
2021,44,5.44,1287.0,236448.0,ILI
2021,45,5.99,1679.0,280281.0,ILI
2021,46,6.86,1866.0,272074.0,ILI
2021,47,6.48,1462.0,225577.0,ILI
2021,48,6.19,1128.0,182139.0,ILI
2021,49,4.9,937.0,191103.0,ILI
2021,50,5.57,1131.0,203046.0,ILI
2021,51,7.3,1442.0,197529.0,ILI
2021,52,10.2,1615.0,158402.0,ILI
2022,1,8.19,1701.0,207598.0,ILI
2022,2,8.13,1619.0,199048.0,ILI
2022,3,7.11,1897.0,266809.0,ILI
2022,4,5.84,1287.0,220480.0,ILI
2022,5,4.44,1013.0,228071.0,ILI
2022,6,3.6,769.0,213697.0,ILI
2022,7,3.44,771.0,224228.0,ILI
2022,8,3.39,758.0,223614.0,ILI
2022,9,3.09,741.0,239710.0,ILI
