anno,settimana,incidenza,numero_casi,numero_assistiti
2012,44,0.0,0.0,0.0
2012,45,0.0,0.0,0.0
2012,46,0.0,0.0,0.0
2012,47,3.37,13.0,3860.0
2012,48,2.04,12.0,5871.0
2012,49,2.5,15.0,5989.0
2012,50,3.65,30.0,8220.0
2012,51,5.77,34.0,5896.0
2012,52,3.47,10.0,2884.0
2013,01,9.93,67.0,6746.0
2013,02,12.3,83.0,6746.0
2013,03,14.24,126.0,8846.0
2013,04,21.75,114.0,5242.0
2013,05,17.55,103.0,5870.0
2013,06,13.34,118.0,8846.0
2013,07,8.96,66.0,7370.0
2013,08,7.02,35.0,4986.0
2013,09,6.95,41.0,5896.0
2013,10,5.7,42.0,7370.0
2013,11,2.99,22.0,7370.0
2013,12,4.32,19.0,4394.0
2013,13,3.9,23.0,5896.0
2013,14,2.54,15.0,5896.0
2013,15,1.71,6.0,3510.0
