anno,settimana,incidenza,numero_casi,numero_assistiti,target
2012,44,2.02,79.0,39112.0,ILI
2012,45,1.66,62.0,37407.0,ILI
2012,46,2.21,96.0,43389.0,ILI
2012,47,2.55,91.0,35649.0,ILI
2012,48,2.32,85.0,36591.0,ILI
2012,49,1.92,87.0,45390.0,ILI
2012,50,4.12,181.0,43925.0,ILI
2012,51,4.93,210.0,42613.0,ILI
2012,52,8.22,246.0,29909.0,ILI
2013,1,9.28,473.0,50969.0,ILI
2013,2,10.43,479.0,45910.0,ILI
2013,3,12.73,669.0,52539.0,ILI
2013,4,14.49,744.0,51352.0,ILI
2013,5,11.41,518.0,45382.0,ILI
2013,6,10.51,443.0,42144.0,ILI
2013,7,7.3,313.0,42863.0,ILI
2013,8,8.15,382.0,46855.0,ILI
2013,9,7.13,254.0,35639.0,ILI
2013,10,4.14,157.0,37968.0,ILI
2013,11,3.71,147.0,39597.0,ILI
2013,12,3.25,99.0,30439.0,ILI
2013,13,1.98,79.0,39923.0,ILI
2013,14,2.82,87.0,30838.0,ILI
2013,15,3.06,106.0,34622.0,ILI
