anno,settimana,incidenza,numero_casi,numero_assistiti
2012,44,0.69,40.0,58245.0
2012,45,0.61,34.0,55357.0
2012,46,0.77,47.0,61243.0
2012,47,0.87,54.0,61933.0
2012,48,0.81,44.0,54233.0
2012,49,1.1,67.0,60795.0
2012,50,1.38,82.0,59232.0
2012,51,2.08,103.0,49535.0
2012,52,2.08,103.0,49535.0
2013,01,2.35,147.0,62669.0
2013,02,3.25,196.0,60224.0
2013,03,4.25,266.0,62648.0
2013,04,5.89,377.0,64008.0
2013,05,8.45,475.0,56236.0
2013,06,8.12,468.0,57625.0
2013,07,8.93,502.0,56223.0
2013,08,8.69,542.0,62355.0
2013,09,6.76,426.0,63024.0
