anno,settimana,incidenza,numero_casi,numero_assistiti
2012,44,0.48,13.0,27098.0
2012,45,1.2,46.0,38369.0
2012,46,0.87,43.0,49170.0
2012,47,1.5,83.0,55256.0
2012,48,1.37,93.0,67822.0
2012,49,1.61,107.0,66350.0
2012,50,2.0,130.0,64985.0
2012,51,2.64,165.0,62578.0
2012,52,3.69,174.0,47178.0
2013,01,4.64,346.0,74571.0
2013,02,5.84,468.0,80191.0
2013,03,7.93,529.0,66720.0
2013,04,10.71,823.0,76812.0
2013,05,14.62,1137.0,77762.0
2013,06,15.2,1435.0,94392.0
2013,07,13.83,1303.0,94184.0
2013,08,12.46,1069.0,85807.0
2013,09,9.87,891.0,90263.0
2013,10,6.95,556.0,79967.0
2013,11,4.72,370.0,78312.0
2013,12,3.32,204.0,61430.0
2013,13,1.74,91.0,52190.0
2013,14,2.32,132.0,56927.0
