anno,settimana,incidenza,numero_casi,numero_assistiti
2012,44,0.56,48.0,85566.0
2012,45,0.76,61.0,80330.0
2012,46,0.83,70.0,84664.0
2012,47,0.97,91.0,94233.0
2012,48,1.44,130.0,90207.0
2012,49,1.66,181.0,108924.0
2012,50,1.82,188.0,103206.0
2012,51,2.83,279.0,98429.0
2012,52,2.86,209.0,73094.0
2013,01,3.84,382.0,99538.0
2013,02,5.6,580.0,103493.0
2013,03,6.91,756.0,109417.0
2013,04,8.51,915.0,107583.0
2013,05,10.75,1128.0,104949.0
2013,06,11.48,1194.0,103996.0
2013,07,12.55,1235.0,98408.0
2013,08,13.46,1349.0,100237.0
2013,09,10.12,1025.0,101244.0
2013,10,9.21,889.0,96558.0
2013,11,6.89,674.0,97878.0
2013,12,3.94,395.0,100244.0
2013,13,2.83,257.0,90862.0
