anno,settimana,incidenza,numero_casi,numero_assistiti
2012,44,0.17,26.0,149133.0
2012,45,0.22,32.0,144145.0
2012,46,0.21,31.0,144618.0
2012,47,0.29,37.0,129370.0
2012,48,0.27,42.0,153241.0
2012,49,0.34,50.0,144952.0
2012,50,0.44,60.0,137350.0
2012,51,0.58,58.0,100745.0
2012,52,0.58,58.0,100745.0
2013,01,1.18,166.0,140345.0
2013,02,2.0,301.0,150486.0
2013,03,3.04,467.0,153568.0
2013,04,3.43,536.0,156206.0
2013,05,4.64,718.0,154777.0
2013,06,5.47,826.0,151089.0
2013,07,6.13,914.0,149168.0
2013,08,7.19,1057.0,146972.0
2013,09,5.48,842.0,153656.0
2013,10,4.06,584.0,143893.0
2013,11,2.71,380.0,140409.0
2013,12,1.67,239.0,143304.0
2013,13,1.28,157.0,122880.0
2013,14,0.88,109.0,124140.0
