anno,settimana,incidenza,numero_casi,numero_assistiti,target
2012,44,0.0,0.0,0.0,ILI
2012,45,0.43,5.0,11578.0,ILI
2012,46,0.88,8.0,9046.0,ILI
2012,47,1.46,15.0,10250.0,ILI
2012,48,0.72,8.0,11118.0,ILI
2012,49,0.66,10.0,15191.0,ILI
2012,50,1.32,18.0,13650.0,ILI
2012,51,1.32,18.0,13650.0,ILI
2012,52,1.34,6.0,4481.0,ILI
2013,1,1.51,18.0,11918.0,ILI
2013,2,3.36,51.0,15191.0,ILI
2013,3,5.17,61.0,11791.0,ILI
2013,4,4.71,78.0,16571.0,ILI
2013,5,4.28,74.0,17296.0,ILI
2013,6,8.04,139.0,17282.0,ILI
2013,7,5.47,88.0,16086.0,ILI
2013,8,6.76,117.0,17296.0,ILI
2013,9,6.28,120.0,19103.0,ILI
