anno,settimana,incidenza,numero_casi,numero_assistiti
2017,44,3.95,44.0,11130.0
2017,45,4.22,94.0,22277.0
2017,46,1.66,39.0,23440.0
2017,47,4.74,150.0,31666.0
2017,48,2.99,94.0,31401.0
2017,49,4.58,185.0,40412.0
2017,50,4.65,149.0,32057.0
2017,51,5.56,170.0,30579.0
2017,52,13.21,449.0,34002.0
2018,01,19.51,669.0,34294.0
2018,02,17.02,621.0,36478.0
2018,03,19.67,724.0,36801.0
2018,04,18.94,719.0,37954.0
2018,05,11.02,407.0,36918.0
2018,06,14.46,595.0,41138.0
2018,07,7.09,288.0,40598.0
2018,08,6.51,228.0,35026.0
2018,09,5.21,139.0,26654.0
2018,10,3.08,80.0,26014.0
