anno,settimana,incidenza,numero_casi,numero_assistiti
2017,44,2.07,78.0,37728.0
2017,45,2.0,84.0,41943.0
2017,46,1.39,65.0,46838.0
2017,47,2.85,125.0,43855.0
2017,48,3.13,149.0,47547.0
2017,49,3.1,176.0,56756.0
2017,50,5.2,241.0,46312.0
2017,51,7.56,261.0,34527.0
2017,52,10.78,466.0,43226.0
2018,01,13.37,669.0,50046.0
2018,02,12.57,636.0,50613.0
2018,03,11.45,544.0,47531.0
2018,04,10.71,429.0,40054.0
2018,05,8.27,421.0,50906.0
2018,06,6.79,311.0,45796.0
2018,07,5.78,257.0,44471.0
2018,08,5.49,217.0,39551.0
2018,09,4.32,142.0,32870.0
2018,10,2.82,102.0,36130.0
2018,11,2.67,99.0,37076.0
2018,12,1.36,56.0,41285.0
2018,13,0.73,22.0,30006.0
2018,14,0.85,25.0,29504.0
2018,15,0.85,24.0,28096.0
