anno,settimana,incidenza,numero_casi,numero_assistiti
2017,44,0.0,0.0,0.0
2017,45,0.0,0.0,0.0
2017,46,0.56,5.0,8904.0
2017,47,0.56,5.0,8904.0
2017,48,0.9,8.0,8904.0
2017,49,0.79,7.0,8904.0
2017,50,1.85,20.0,10829.0
2017,51,2.9,19.0,6541.0
2017,52,3.66,26.0,7111.0
2018,01,5.83,81.0,13896.0
2018,02,6.26,72.0,11502.0
2018,03,6.63,89.0,13427.0
2018,04,8.6,118.0,13716.0
2018,05,7.77,81.0,10425.0
2018,06,6.89,77.0,11178.0
2018,07,7.23,39.0,5394.0
2018,08,6.12,75.0,12260.0
2018,09,3.24,31.0,9579.0
2018,10,1.8,16.0,8904.0
