anno,settimana,incidenza,numero_casi,numero_assistiti
2017,44,0.76,10.0,13245.0
2017,45,0.0,0.0,1910.0
2017,46,0.99,15.0,15122.0
2017,47,2.17,25.0,11536.0
2017,48,1.84,40.0,21684.0
2017,49,3.51,133.0,37857.0
2017,50,4.6,63.0,13703.0
2017,51,3.43,24.0,6995.0
2017,52,12.95,213.0,16450.0
2018,01,13.17,554.0,42059.0
2018,02,13.95,374.0,26810.0
2018,03,13.99,678.0,48477.0
2018,04,21.06,281.0,13343.0
2018,05,13.46,325.0,24154.0
2018,06,10.26,182.0,17736.0
2018,07,8.09,294.0,36344.0
2018,08,7.09,242.0,34112.0
2018,09,4.21,131.0,31094.0
2018,10,1.98,51.0,25738.0
2018,11,1.95,79.0,40413.0
2018,12,1.31,41.0,31349.0
2018,13,3.68,17.0,4624.0
2018,14,2.15,22.0,10253.0
2018,15,0.79,31.0,39426.0
