anno,settimana,incidenza,numero_casi,numero_assistiti
2017,44,2.01,28.0,13939.0
2017,45,2.3,32.0,13939.0
2017,46,2.43,30.0,12329.0
2017,47,2.49,37.0,14856.0
2017,48,3.43,52.0,15146.0
2017,49,5.43,89.0,16387.0
2017,50,11.25,167.0,14838.0
2017,51,24.43,286.0,11708.0
2017,52,22.02,308.0,13989.0
2018,01,19.72,293.0,14856.0
2018,02,12.87,180.0,13989.0
2018,03,11.72,146.0,12458.0
2018,04,12.01,149.0,12408.0
2018,05,8.82,123.0,13939.0
2018,06,6.35,88.0,13858.0
2018,07,5.24,78.0,14898.0
2018,08,5.14,55.0,10699.0
2018,09,4.54,59.0,13009.0
2018,10,4.84,63.0,13009.0
2018,11,4.18,54.0,12930.0
