anno,settimana,incidenza,numero_casi,numero_assistiti,target
2013,43,0.0,0.0,0.0,ILI
2013,44,0.0,0.0,0.0,ILI
2013,45,0.0,0.0,0.0,ILI
2013,46,0.66,6.0,9057.0,ILI
2013,47,0.83,12.0,14505.0,ILI
2013,48,0.33,3.0,9147.0,ILI
2013,49,0.45,5.0,11221.0,ILI
2013,50,0.75,11.0,14588.0,ILI
2013,52,1.03,14.0,13618.0,ILI
2014,1,1.45,23.0,15836.0,ILI
2014,2,1.49,19.0,12760.0,ILI
2014,4,1.69,25.0,14826.0,ILI
2014,5,6.76,112.0,16578.0,ILI
2014,6,2.53,46.0,18193.0,ILI
2014,7,3.61,46.0,12760.0,ILI
2014,8,3.53,45.0,12760.0,ILI
2014,9,3.13,45.0,14360.0,ILI
2014,10,2.54,27.0,10611.0,ILI
2014,11,1.65,24.0,14551.0,ILI
2014,12,3.1,29.0,9358.0,ILI
2014,13,4.33,43.0,9924.0,ILI
2014,14,1.69,19.0,11221.0,ILI
2014,15,1.34,15.0,11221.0,ILI
2014,16,1.07,12.0,11221.0,ILI
2014,17,0.55,7.0,12760.0,ILI
