anno,settimana,incidenza,numero_casi,numero_assistiti,target
2013,43,0.54,46.0,84703.0,ILI
2013,44,0.61,53.0,86934.0,ILI
2013,45,0.84,65.0,77614.0,ILI
2013,46,0.91,83.0,91274.0,ILI
2013,47,0.99,82.0,83037.0,ILI
2013,48,1.64,148.0,90476.0,ILI
2013,49,1.64,166.0,101412.0,ILI
2013,50,1.79,160.0,89482.0,ILI
2013,52,2.44,281.0,115162.0,ILI
2014,1,3.44,289.0,83983.0,ILI
2014,2,4.71,474.0,100738.0,ILI
2014,4,7.2,704.0,97757.0,ILI
2014,5,9.36,1006.0,107446.0,ILI
2014,6,8.07,785.0,97222.0,ILI
2014,7,8.1,821.0,101406.0,ILI
2014,8,6.08,547.0,89931.0,ILI
2014,9,6.21,593.0,95470.0,ILI
2014,10,5.21,523.0,100417.0,ILI
2014,11,4.64,410.0,88337.0,ILI
2014,12,3.67,334.0,91075.0,ILI
2014,13,3.4,306.0,90104.0,ILI
