anno,settimana,incidenza,numero_casi,numero_assistiti,target
2013,43,1.75,13.0,7444.0,ILI
2013,44,0.89,8.0,8983.0,ILI
2013,45,0.24,3.0,12633.0,ILI
2013,46,1.35,14.0,10351.0,ILI
2013,47,0.71,6.0,8418.0,ILI
2013,48,2.9,22.0,7596.0,ILI
2013,49,1.36,18.0,13263.0,ILI
2013,50,1.76,16.0,9080.0,ILI
2013,52,1.57,15.0,9543.0,ILI
2014,1,2.68,28.0,10464.0,ILI
2014,2,3.93,38.0,9657.0,ILI
2014,4,9.07,94.0,10361.0,ILI
2014,5,9.06,78.0,8609.0,ILI
2014,6,8.54,92.0,10771.0,ILI
2014,7,10.15,107.0,10542.0,ILI
2014,8,8.14,65.0,7984.0,ILI
2014,9,7.16,73.0,10193.0,ILI
2014,10,5.4,25.0,4626.0,ILI
2014,11,2.98,20.0,6703.0,ILI
