anno,settimana,incidenza,numero_casi,numero_assistiti
2013,43,0.13,14.0,105486.0
2013,44,0.11,11.0,104264.0
2013,45,0.14,19.0,138411.0
2013,46,0.21,30.0,142101.0
2013,47,0.26,35.0,134421.0
2013,48,0.32,49.0,151290.0
2013,49,0.36,54.0,148942.0
2013,50,0.55,74.0,134740.0
2013,52,1.4,142.0,101267.0
2014,01,2.05,255.0,124152.0
2014,02,2.93,427.0,145879.0
2014,04,3.88,565.0,145644.0
2014,05,4.37,664.0,151933.0
2014,06,3.92,594.0,151496.0
2014,07,3.16,473.0,149528.0
2014,08,3.12,476.0,152609.0
2014,09,2.44,349.0,143050.0
