anno,settimana,incidenza,numero_casi,numero_assistiti,target
2013,43,0.7,34.0,48369.0,ILI
2013,44,0.47,24.0,51163.0,ILI
2013,45,0.71,37.0,52445.0,ILI
2013,46,0.73,50.0,68929.0,ILI
2013,47,0.65,45.0,68785.0,ILI
2013,48,1.38,89.0,64632.0,ILI
2013,49,1.25,82.0,65493.0,ILI
2013,50,1.55,94.0,60836.0,ILI
2013,52,1.38,67.0,48647.0,ILI
2014,1,2.51,142.0,56682.0,ILI
2014,2,3.89,257.0,66002.0,ILI
2014,4,4.62,346.0,74865.0,ILI
2014,5,4.8,324.0,67510.0,ILI
2014,6,4.75,323.0,67992.0,ILI
2014,7,5.05,337.0,66786.0,ILI
2014,8,5.24,315.0,60084.0,ILI
2014,9,4.47,264.0,59084.0,ILI
2014,10,3.56,232.0,65134.0,ILI
2014,11,3.49,233.0,66799.0,ILI
2014,12,3.33,209.0,62808.0,ILI
