anno,settimana,incidenza,numero_casi,numero_assistiti,target
2014,45,1.86,67.0,36014.0,ILI
2014,46,3.4,141.0,41511.0,ILI
2014,47,2.03,88.0,43253.0,ILI
2014,48,2.17,88.0,40475.0,ILI
2014,49,3.26,103.0,31597.0,ILI
2014,50,3.03,110.0,36298.0,ILI
2014,51,3.39,176.0,51874.0,ILI
2014,52,3.65,155.0,42481.0,ILI
2015,1,4.98,229.0,45943.0,ILI
2015,2,6.61,315.0,47671.0,ILI
2015,3,8.62,456.0,52918.0,ILI
2015,4,12.49,599.0,47953.0,ILI
2015,5,14.85,789.0,53130.0,ILI
2015,6,14.49,818.0,56449.0,ILI
2015,7,11.59,537.0,46315.0,ILI
2015,8,9.34,438.0,46903.0,ILI
2015,9,5.95,289.0,48543.0,ILI
2015,10,4.63,196.0,42358.0,ILI
2015,11,4.59,223.0,48555.0,ILI
2015,12,4.81,200.0,41558.0,ILI
