anno,settimana,incidenza,numero_casi,numero_assistiti,target
2014,45,0.54,24.0,44731.0,ILI
2014,46,0.35,16.0,46189.0,ILI
2014,47,0.57,27.0,47055.0,ILI
2014,48,0.59,29.0,49183.0,ILI
2014,49,0.87,36.0,41160.0,ILI
2014,50,1.18,53.0,44853.0,ILI
2014,51,1.37,64.0,46591.0,ILI
2014,52,1.37,64.0,46591.0,ILI
2015,1,2.63,112.0,42538.0,ILI
2015,2,3.98,182.0,45718.0,ILI
2015,3,4.6,212.0,46119.0,ILI
2015,4,4.6,212.0,46119.0,ILI
2015,5,7.61,354.0,46509.0,ILI
2015,6,8.65,431.0,49847.0,ILI
2015,7,7.66,371.0,48434.0,ILI
2015,8,7.02,333.0,47403.0,ILI
