anno,settimana,incidenza,numero_casi,numero_assistiti,target
2014,45,0.32,5.0,15827.0,ILI
2014,46,0.0,0.0,0.0,ILI
2014,47,0.78,7.0,9014.0,ILI
2014,48,2.62,12.0,4587.0,ILI
2014,49,1.42,14.0,9828.0,ILI
2014,50,2.35,18.0,7675.0,ILI
2014,51,1.58,20.0,12683.0,ILI
2014,52,0.0,0.0,0.0,ILI
2015,1,0.0,0.0,0.0,ILI
2015,2,3.61,30.0,8314.0,ILI
2015,3,6.37,71.0,11141.0,ILI
2015,4,3.87,22.0,5686.0,ILI
2015,5,5.74,43.0,7494.0,ILI
2015,6,0.0,0.0,0.0,ILI
2015,7,13.05,58.0,4446.0,ILI
2015,8,0.0,0.0,0.0,ILI
2015,9,6.03,64.0,10614.0,ILI
2015,10,0.0,0.0,0.0,ILI
2015,11,0.0,0.0,0.0,ILI
2015,12,0.0,0.0,0.0,ILI
2015,13,0.0,0.0,0.0,ILI
2015,14,2.89,35.0,12121.0,ILI
2015,15,0.0,0.0,0.0,ILI
2015,16,0.0,0.0,0.0,ILI
2015,17,1.26,12.0,9522.0,ILI
