anno,settimana,incidenza,numero_casi,numero_assistiti
2014,45,0.91,87.0,95733.0
2014,46,0.72,67.0,93622.0
2014,47,0.83,79.0,94790.0
2014,48,1.21,108.0,89263.0
2014,49,1.25,107.0,85278.0
2014,50,1.83,184.0,100793.0
2014,51,2.19,271.0,123556.0
2014,52,3.35,357.0,106607.0
2015,01,4.53,452.0,99864.0
2015,02,6.79,740.0,108997.0
2015,03,10.14,1112.0,109714.0
2015,04,14.04,1531.0,109071.0
2015,05,14.72,1709.0,116127.0
2015,06,14.05,1600.0,113885.0
2015,07,11.07,1303.0,117705.0
2015,08,10.31,1095.0,106219.0
2015,09,7.61,898.0,117997.0
