anno,settimana,incidenza,numero_casi,numero_assistiti
2014,45,0.0,0.0,0.0
2014,46,0.0,0.0,0.0
2014,47,0.0,0.0,0.0
2014,48,0.42,2.0,4715.0
2014,49,0.54,2.0,3723.0
2014,50,0.78,4.0,5133.0
2014,51,1.24,10.0,8061.0
2014,52,0.99,8.0,8108.0
2015,01,4.77,12.0,2514.0
2015,02,2.69,10.0,3723.0
2015,03,8.49,44.0,5184.0
2015,04,7.5,31.0,4133.0
2015,05,6.18,43.0,6961.0
2015,06,6.29,26.0,4133.0
2015,07,6.87,30.0,4367.0
2015,08,12.54,84.0,6696.0
2015,09,9.03,60.0,6645.0
2015,10,3.7,19.0,5133.0
2015,11,6.43,33.0,5135.0
2015,12,4.19,11.0,2623.0
2015,13,9.15,24.0,2623.0
2015,14,11.27,55.0,4879.0
2015,15,14.96,73.0,4879.0
2015,16,3.18,8.0,2514.0
2015,17,2.71,3.0,1109.0
