anno,settimana,incidenza,numero_casi,numero_assistiti,target
2014,45,1.39,27.0,19468.0,ILI
2014,46,2.33,94.0,40342.0,ILI
2014,47,2.0,40.0,19983.0,ILI
2014,48,1.58,97.0,61523.0,ILI
2014,49,2.05,27.0,13188.0,ILI
2014,50,2.96,102.0,34450.0,ILI
2014,51,2.64,104.0,39408.0,ILI
2014,52,4.22,157.0,37236.0,ILI
2015,1,6.11,253.0,41434.0,ILI
2015,2,7.73,561.0,72602.0,ILI
2015,3,14.38,954.0,66321.0,ILI
2015,4,13.84,1057.0,76379.0,ILI
2015,5,19.8,1044.0,52720.0,ILI
2015,6,17.72,1016.0,57335.0,ILI
2015,7,12.11,648.0,53529.0,ILI
