anno,settimana,incidenza,numero_casi,numero_assistiti
2014,45,0.34,23.0,66864.0
2014,46,0.57,36.0,62950.0
2014,47,0.58,37.0,63564.0
2014,48,0.99,65.0,65715.0
2014,49,0.79,51.0,64851.0
2014,50,1.22,77.0,63137.0
2014,51,1.31,87.0,66533.0
2014,52,1.31,87.0,66533.0
2015,01,2.0,130.0,65081.0
2015,02,4.77,315.0,66091.0
2015,03,7.37,508.0,68966.0
2015,04,7.37,508.0,68966.0
2015,05,9.4,633.0,67316.0
2015,06,10.25,680.0,66350.0
2015,07,8.87,601.0,67764.0
2015,08,5.49,364.0,66303.0
2015,09,5.3,317.0,59786.0
2015,10,3.22,211.0,65466.0
2015,11,3.29,194.0,59019.0
2015,12,2.41,144.0,59701.0
2015,13,2.18,132.0,60669.0
2015,14,1.58,86.0,54401.0
2015,15,0.83,51.0,61151.0
2015,16,0.7,41.0,58857.0
