anno,settimana,incidenza,numero_casi,numero_assistiti,target
2014,45,0.8,19.0,23843.0,ILI
2014,46,0.77,18.0,23372.0,ILI
2014,47,1.24,29.0,23376.0,ILI
2014,48,1.24,24.0,19343.0,ILI
2014,49,0.86,13.0,15186.0,ILI
2014,50,1.1,23.0,20893.0,ILI
2014,51,1.81,29.0,16065.0,ILI
2014,52,1.81,29.0,16065.0,ILI
2015,1,3.28,44.0,13434.0,ILI
2015,2,5.06,110.0,21718.0,ILI
2015,3,10.0,211.0,21099.0,ILI
2015,4,10.0,211.0,21099.0,ILI
2015,5,12.74,267.0,20957.0,ILI
2015,6,9.21,197.0,21397.0,ILI
2015,7,8.66,153.0,17660.0,ILI
2015,8,7.63,141.0,18481.0,ILI
2015,9,5.58,103.0,18467.0,ILI
2015,10,4.36,88.0,20205.0,ILI
2015,11,2.69,57.0,21212.0,ILI
2015,12,2.99,64.0,21397.0,ILI
2015,13,2.24,33.0,14734.0,ILI
