anno,settimana,incidenza,numero_casi,numero_assistiti,target
2014,45,0.54,21.0,38541.0,ILI
2014,46,0.69,26.0,37663.0,ILI
2014,47,0.82,37.0,45198.0,ILI
2014,48,1.24,57.0,46007.0,ILI
2014,49,1.83,85.0,46371.0,ILI
2014,50,2.01,116.0,57811.0,ILI
2014,51,3.22,245.0,76032.0,ILI
2014,52,2.9,162.0,55856.0,ILI
2015,1,5.2,275.0,52847.0,ILI
2015,2,7.27,554.0,76242.0,ILI
2015,3,12.61,941.0,74631.0,ILI
2015,4,15.27,1204.0,78866.0,ILI
2015,5,15.81,1180.0,74615.0,ILI
2015,6,13.99,1063.0,75995.0,ILI
2015,7,10.41,801.0,76922.0,ILI
2015,8,9.17,653.0,71193.0,ILI
2015,9,6.84,476.0,69621.0,ILI
2015,10,6.29,449.0,71363.0,ILI
2015,11,5.28,338.0,64045.0,ILI
2015,12,4.14,234.0,56525.0,ILI
2015,13,3.23,206.0,63869.0,ILI
2015,14,2.78,126.0,45374.0,ILI
2015,15,1.63,74.0,45357.0,ILI
