anno,settimana,incidenza,numero_casi,numero_assistiti
2015,44,1.04,6.0,5793.0
2015,45,0.84,32.0,38228.0
2015,46,0.43,6.0,14048.0
2015,47,1.14,65.0,56950.0
2015,48,1.56,73.0,46944.0
2015,49,1.1,14.0,12677.0
2015,50,1.87,74.0,39601.0
2015,51,2.42,78.0,32197.0
2015,52,1.5,44.0,29330.0
2015,53,4.65,81.0,17410.0
2016,01,3.14,151.0,48092.0
2016,02,5.46,233.0,42661.0
2016,03,6.41,348.0,54331.0
2016,04,5.83,201.0,34461.0
2016,05,6.24,176.0,28186.0
2016,06,6.96,385.0,55323.0
2016,07,8.93,171.0,19151.0
2016,08,8.37,425.0,50760.0
2016,09,8.38,409.0,48784.0
2016,10,8.67,485.0,55944.0
2016,11,9.95,347.0,34880.0
2016,12,11.91,267.0,22417.0
2016,13,6.29,313.0,49737.0
