anno,settimana,incidenza,numero_casi,numero_assistiti
2015,44,0.93,14.0,14982.0
2015,45,1.8,20.0,11123.0
2015,46,0.95,14.0,14690.0
2015,47,0.89,16.0,17888.0
2015,48,1.51,25.0,16563.0
2015,49,2.17,31.0,14263.0
2015,50,1.71,22.0,12896.0
2015,51,1.98,26.0,13159.0
2015,52,2.83,48.0,16979.0
2015,53,3.1,41.0,13209.0
2016,01,3.12,32.0,10269.0
2016,02,2.95,36.0,12200.0
2016,03,3.4,38.0,11168.0
2016,04,3.11,42.0,13493.0
2016,05,4.65,70.0,15041.0
2016,06,3.56,46.0,12931.0
2016,07,2.94,37.0,12585.0
2016,08,6.04,103.0,17064.0
2016,09,7.73,108.0,13979.0
2016,10,10.32,181.0,17538.0
2016,11,13.57,206.0,15178.0
