anno,settimana,incidenza,numero_casi,numero_assistiti
2015,44,0.6,40.0,66323.0
2015,45,0.54,32.0,59052.0
2015,46,0.71,46.0,64839.0
2015,47,0.59,38.0,64385.0
2015,48,0.89,58.0,65294.0
2015,49,0.91,53.0,58352.0
2015,50,1.03,68.0,66331.0
2015,51,1.21,72.0,59460.0
2015,52,0.75,92.0,123135.0
2015,53,0.93,54.0,57940.0
2016,01,1.85,112.0,60536.0
2016,02,1.95,125.0,63952.0
2016,03,2.75,172.0,62455.0
2016,04,2.86,174.0,60881.0
2016,05,3.09,197.0,63706.0
2016,06,3.33,203.0,60942.0
2016,07,3.71,224.0,60313.0
2016,08,3.5,224.0,63937.0
2016,09,3.03,180.0,59392.0
2016,10,4.13,240.0,58079.0
2016,11,3.97,239.0,60262.0
2016,12,3.23,188.0,58289.0
2016,13,2.12,124.0,58546.0
2016,14,1.31,73.0,55832.0
2016,15,0.95,56.0,59156.0
