anno,settimana,incidenza,numero_casi,numero_assistiti
2015,44,0.0,0.0,0.0
2015,45,0.0,0.0,0.0
2015,46,3.55,11.0,3101.0
2015,47,1.02,4.0,3935.0
2015,48,2.13,15.0,7042.0
2015,49,3.25,7.0,2151.0
2015,50,5.61,28.0,4991.0
2015,51,4.34,26.0,5986.0
2015,52,3.3,13.0,3935.0
2015,53,2.74,3.0,1095.0
2016,01,2.88,7.0,2432.0
2016,02,10.59,27.0,2550.0
2016,03,2.7,7.0,2589.0
2016,04,10.67,42.0,3935.0
2016,05,8.43,50.0,5929.0
2016,06,4.93,12.0,2432.0
2016,07,7.4,18.0,2432.0
2016,08,17.85,87.0,4873.0
2016,09,4.93,12.0,2432.0
2016,10,6.99,17.0,2432.0
