anno,settimana,incidenza,numero_casi,numero_assistiti
2015,44,0.67,65.0,96407.0
2015,45,0.71,70.0,98535.0
2015,46,0.75,81.0,108069.0
2015,47,1.36,176.0,129798.0
2015,48,1.12,133.0,118596.0
2015,49,1.16,95.0,82030.0
2015,50,2.27,199.0,87480.0
2015,51,2.43,279.0,114826.0
2015,52,2.81,364.0,129457.0
2015,53,3.12,307.0,98513.0
2016,01,3.73,393.0,105495.0
2016,02,4.23,497.0,117497.0
2016,03,5.22,641.0,122824.0
2016,04,7.07,812.0,114860.0
2016,05,6.93,823.0,118729.0
2016,06,8.84,1016.0,114917.0
2016,07,7.31,904.0,123674.0
2016,08,8.27,999.0,120760.0
