anno,settimana,incidenza,numero_casi,numero_assistiti,target
2015,44,1.88,68.0,36263.0,ILI
2015,45,0.97,39.0,40036.0,ILI
2015,46,1.43,62.0,43260.0,ILI
2015,47,1.89,106.0,56215.0,ILI
2015,48,1.89,81.0,42888.0,ILI
2015,49,1.73,55.0,31818.0,ILI
2015,50,2.42,88.0,36395.0,ILI
2015,51,3.73,148.0,39650.0,ILI
2015,52,2.95,151.0,51147.0,ILI
2015,53,4.04,119.0,29476.0,ILI
2016,1,2.64,119.0,45061.0,ILI
2016,2,3.88,147.0,37907.0,ILI
2016,3,5.19,270.0,52028.0,ILI
2016,4,7.14,358.0,50163.0,ILI
2016,5,8.64,439.0,50797.0,ILI
2016,6,8.64,439.0,50797.0,ILI
2016,7,9.95,441.0,44313.0,ILI
2016,8,9.52,456.0,47918.0,ILI
2016,9,7.66,355.0,46368.0,ILI
2016,10,7.07,337.0,47636.0,ILI
