anno,settimana,incidenza,numero_casi,numero_assistiti
2015,42,0.4,425,1065225
2015,43,0.5,604,1204096
2015,44,0.68,842,1245366
2015,45,0.76,966,1264970
2015,46,0.88,1180,1343418
2015,47,1.02,1387,1358812
2015,48,1.16,1580,1357498
2015,49,1.21,1632,1352768
2015,50,1.45,1978,1366123
2015,51,1.66,2278,1369347
2015,52,2.11,2655,1258708
2015,53,1.87,2448,1309847
2016,01,2.39,3329,1393405
2016,02,2.76,3831,1388267
2016,03,3.62,4990,1379740
2016,04,4.73,6580,1391906
2016,05,5.47,7545,1379302
2016,06,6.06,8425,1390518
2016,07,5.9,8148,1381385
2016,08,6.14,8448,1375255
2016,09,5.88,7960,1352617
2016,10,5.83,7835,1343169
2016,11,5.0,6639,1327280
2016,12,4.23,5370,1269573
2016,13,3.18,4007,1261639
2016,14,2.3,2844,1233931
2016,15,1.85,2127,1146638
