anno,settimana,incidenza,numero_casi,numero_assistiti,target
2015,44,0.67,65.0,96407.0,ILI
2015,45,0.71,70.0,98535.0,ILI
2015,46,0.75,81.0,108069.0,ILI
2015,47,1.36,176.0,129798.0,ILI
2015,48,1.12,133.0,118596.0,ILI
2015,49,1.16,95.0,82030.0,ILI
2015,50,2.27,199.0,87480.0,ILI
2015,51,2.43,279.0,114826.0,ILI
2015,52,2.81,364.0,129457.0,ILI
2015,53,3.12,307.0,98513.0,ILI
2016,1,3.73,393.0,105495.0,ILI
2016,2,4.23,497.0,117497.0,ILI
2016,3,5.22,641.0,122824.0,ILI
2016,4,7.07,812.0,114860.0,ILI
2016,5,6.93,823.0,118729.0,ILI
2016,6,8.84,1016.0,114917.0,ILI
2016,7,7.31,904.0,123674.0,ILI
2016,8,8.27,999.0,120760.0,ILI
2016,9,8.81,1041.0,118193.0,ILI
2016,10,9.33,1157.0,123989.0,ILI
2016,11,6.31,784.0,124187.0,ILI
2016,12,5.81,708.0,121895.0,ILI
