anno,settimana,incidenza,numero_casi,numero_assistiti,target
2015,42,0.4,425,1065225,ILI
2015,43,0.5,604,1204096,ILI
2015,44,0.68,842,1245366,ILI
2015,45,0.76,966,1264970,ILI
2015,46,0.88,1180,1343418,ILI
2015,47,1.02,1387,1358812,ILI
2015,48,1.16,1580,1357498,ILI
2015,49,1.21,1632,1352768,ILI
2015,50,1.45,1978,1366123,ILI
2015,51,1.66,2278,1369347,ILI
2015,52,2.11,2655,1258708,ILI
2015,53,1.87,2448,1309847,ILI
2016,1,2.39,3329,1393405,ILI
2016,2,2.76,3831,1388267,ILI
2016,3,3.62,4990,1379740,ILI
2016,4,4.73,6580,1391906,ILI
2016,5,5.47,7545,1379302,ILI
2016,6,6.06,8425,1390518,ILI
2016,7,5.9,8148,1381385,ILI
2016,8,6.14,8448,1375255,ILI
2016,9,5.88,7960,1352617,ILI
