anno,settimana,incidenza,numero_casi,numero_assistiti,target
2015,44,0.86,162.0,188835.0,ILI
2015,45,0.82,155.0,189814.0,ILI
2015,46,0.91,169.0,185965.0,ILI
2015,47,1.08,206.0,191093.0,ILI
2015,48,1.01,191.0,188741.0,ILI
2015,49,1.06,162.0,153453.0,ILI
2015,50,1.18,208.0,175700.0,ILI
2015,51,1.48,283.0,191780.0,ILI
2015,52,1.17,398.0,340247.0,ILI
2015,53,1.51,205.0,135971.0,ILI
2016,1,1.97,348.0,176921.0,ILI
2016,2,2.35,455.0,193960.0,ILI
2016,3,3.53,639.0,180836.0,ILI
2016,4,5.84,1092.0,186887.0,ILI
2016,5,7.2,1404.0,194979.0,ILI
2016,6,6.42,1226.0,190859.0,ILI
2016,7,5.55,1056.0,190260.0,ILI
2016,8,5.6,1064.0,189904.0,ILI
2016,9,4.31,690.0,160199.0,ILI
