anno,settimana,incidenza,numero_casi,numero_assistiti
2015,44,0.22,22.0,100533.0
2015,45,0.43,44.0,102200.0
2015,46,0.52,50.0,95473.0
2015,47,0.69,83.0,119911.0
2015,48,0.82,102.0,123824.0
2015,49,0.81,73.0,90292.0
2015,50,0.86,102.0,118081.0
2015,51,1.25,132.0,105571.0
2015,52,1.03,108.0,104583.0
2015,53,1.33,133.0,99779.0
2016,01,1.93,235.0,121543.0
2016,02,2.3,272.0,118016.0
2016,03,3.83,472.0,123091.0
2016,04,4.78,588.0,123091.0
2016,05,6.93,815.0,117670.0
2016,06,7.77,957.0,123091.0
2016,07,6.83,834.0,122042.0
2016,08,7.46,882.0,118209.0
2016,09,6.53,787.0,120516.0
2016,10,6.29,774.0,123091.0
2016,11,4.79,517.0,107920.0
2016,12,3.19,350.0,109884.0
2016,13,2.04,240.0,117902.0
2016,14,1.18,134.0,113947.0
2016,15,0.8,81.0,101320.0
2016,16,0.41,49.0,120955.0
