anno,settimana,incidenza,numero_casi,numero_assistiti,target
2015,44,0.0,0.0,0.0,ILI
2015,45,0.0,0.0,0.0,ILI
2015,46,0.0,0.0,0.0,ILI
2015,47,0.0,0.0,0.0,ILI
2015,48,0.0,0.0,0.0,ILI
2015,49,0.0,0.0,0.0,ILI
2015,50,0.0,0.0,0.0,ILI
2015,51,0.0,0.0,0.0,ILI
2015,52,0.0,0.0,0.0,ILI
2015,53,0.0,0.0,0.0,ILI
2016,1,0.0,0.0,0.0,ILI
2016,2,0.0,0.0,0.0,ILI
2016,3,0.0,0.0,0.0,ILI
2016,4,0.0,0.0,0.0,ILI
2016,5,0.0,0.0,0.0,ILI
2016,6,0.0,0.0,0.0,ILI
2016,7,0.0,0.0,0.0,ILI
2016,8,0.0,0.0,0.0,ILI
2016,9,0.0,0.0,0.0,ILI
2016,10,0.0,0.0,0.0,ILI
2016,11,0.0,0.0,0.0,ILI
2016,12,0.0,0.0,0.0,ILI
2016,13,0.0,0.0,0.0,ILI
2016,14,0.0,0.0,0.0,ILI
2016,15,0.0,0.0,0.0,ILI
