anno,settimana,incidenza,numero_casi,numero_assistiti,target
2020,49,1.61,279.0,173155.0,ILI
2020,50,1.59,228.0,143205.0,ILI
2020,51,1.48,237.0,160471.0,ILI
2020,52,1.2,212.0,176542.0,ILI
2020,53,1.42,226.0,159153.0,ILI
2021,1,1.32,241.0,181933.0,ILI
2021,2,1.66,301.0,181556.0,ILI
2021,3,1.88,375.0,199763.0,ILI
2021,4,1.77,332.0,187341.0,ILI
2021,5,2.04,398.0,195034.0,ILI
2021,6,1.98,354.0,178761.0,ILI
2021,7,2.29,480.0,209555.0,ILI
2021,8,2.94,579.0,197198.0,ILI
2021,9,2.82,440.0,156172.0,ILI
2021,10,2.65,500.0,189007.0,ILI
2021,11,2.13,364.0,171056.0,ILI
2021,12,1.87,317.0,169184.0,ILI
