anno,settimana,incidenza,numero_casi,numero_assistiti,target
2020,49,1.21,4.0,3302.0,ILI
2020,50,0.92,5.0,5446.0,ILI
2020,51,0.47,1.0,2121.0,ILI
2020,52,0.54,1.0,1838.0,ILI
2020,53,0.0,0.0,6996.0,ILI
2021,1,0.3,1.0,3324.0,ILI
2021,2,0.29,2.0,6996.0,ILI
2021,3,0.57,4.0,6996.0,ILI
2021,4,0.55,3.0,5446.0,ILI
2021,5,0.0,0.0,0.0,ILI
2021,6,1.14,8.0,6996.0,ILI
2021,7,1.14,8.0,6996.0,ILI
2021,8,0.86,6.0,6996.0,ILI
2021,9,0.37,2.0,5446.0,ILI
2021,10,0.0,0.0,6847.0,ILI
2021,11,0.0,0.0,6996.0,ILI
2021,12,0.0,0.0,6996.0,ILI
2021,13,0.0,0.0,6626.0,ILI
2021,14,0.0,0.0,6996.0,ILI
2021,15,0.17,1.0,5793.0,ILI
2021,16,0.0,0.0,3694.0,ILI
