anno,settimana,incidenza,numero_casi,numero_assistiti,target
2020,49,1.66,78.0,46992.0,ILI
2020,50,1.5,66.0,44081.0,ILI
2020,51,1.93,80.0,41390.0,ILI
2020,52,1.37,53.0,38565.0,ILI
2020,53,1.21,51.0,42220.0,ILI
2021,1,1.29,47.0,36374.0,ILI
2021,2,1.61,73.0,45302.0,ILI
2021,3,1.19,43.0,36215.0,ILI
2021,4,1.76,81.0,45900.0,ILI
2021,5,2.48,100.0,40301.0,ILI
2021,6,2.1,76.0,36105.0,ILI
2021,7,1.68,77.0,45809.0,ILI
2021,8,2.22,94.0,42418.0,ILI
2021,9,2.29,92.0,40120.0,ILI
2021,10,1.81,62.0,34212.0,ILI
